content,word_count
wakazi kanda ziwa victoria wanakumbuka vizuri zama nyuma namna walivyokuwa wakinufaika bandari zilizo kando ziwa hilo nchini linaloiunganisha nchi kenya ugandahuku meli maarufu mv victoria mv serengeti mv umoja mv butiama mv bukoba iliyozama zikifanya kazi wananchi walipendelea usafiri majini licha usafiri starehe kwani meli sawa nyumba mtu anaweza kusafiri njia maji akiwa mzigo tani gharama nafuu kulinganisha aina zingine usafiriwafanyabiashara mikoa mwanza kagera wakisafirisha mabehewa gharama nafuu kupitia reli kuingizwa meli mv umoja iliyojengwa maalumu kubeba mabehewa bandari kemendo bay kagera musoma mjini rahisi kusafirisha bidhaa bandari port bell iliyoko uganda kisumu nchini kenyalakini mrefu usafiri ulitoweka abasi marandi mfanyabiashara zamani mbao mjini musoma anasema miaka themanini tisini alipokuwa akifanya biashara baba wakifuata mbao tabora mpanda kuzisafirisha zikiwa mabehewa musoma mjini gharama nafuu “yaani behewa linakuja tabora njia reli mwanzalikifika mwanza linaingia meli bandari musoma sisi tunakwenda pale kupakua mbao malori kuleta magodauni yetu kuuzia mbao” anasema anasema mambo kulegalega upande shirika reli ambalo lilikuwa likimiliki meli bandari wakaanza kulazimika kusafirisha mbao kutumia malori“hii iliongeza gharama mbao kufanya samani ghali kwetu hali ilichangia kuachana biashara mbao kufanya mambo mengine” anasema marandi ambaye anajihusisha biashara uchuuzi asali tabora mtendaji kata bakoba ilipo bandari kemondo bay mkoani kagera godian gwabunga anasema bandari inafanya kazi sawia wakazi kemondo maeneo jirani wakinufaika kiuchumi“tulikuwa tukiagiza mizigo mwanza hususani biashara madukani tukusafirisha mizigo yetu ndizi mwanza maeneo mengine gharama nafuu usafiri meli kulegalega hali ikawa ngumu” anasemaanasema wanapata faraja wanapoona bandari ikikarabatiwa kukiwa ahadi ujenzi meli mpya ukarabati meli zingine usafiri urejee zamani “kuna wamewekeza eneo hili bandari kata maduka mahoteli walijiajiri shughuli zisizo rasmi mama lishe kubeba mizigo hizo zote zilikufa usafiri meli kulegelaga” anasema gwabungameneja bandari zilizo ziwa victoria morris mchindiuza anawatoa wasiwasi wananchi kanda ziwa zama kuona bandari zao zinafanya kazi ilivyokuwa miaka nyuma zinarudi anasema mamlaka usimamizi bandari tpa inafanya ukarabati muhimu bandari siyo zile pekee bali ndogo sambamba zinazotumiwa majahazi boti mitumbwianasema ukarabati unafanywa bandari bukoba kuboresha gati lenyewe eneo kutunzia mizigo jengo wasafiri kadhalika anasema hayo yanafanyika bandari kemondo bay ambako daraja maalumu kupitishia mabehewa mizigo meli linakarabatiwa anasema ukarabati namna hususani daraja kupitishia mabehewa unafanyika bandari musoma mchindiuza anasema tpa inakarabati kujenga bandari ndogo nyamilembe wilayani chato magarini wilayani muleba“tunajenga kukarabati magati mbalimbali ajili boti majahazi eneo bandari kemondo bay kagera mwigobero musoma kanyala mtama buchosa sengerema gati kyamkuku” anasemaanasema juhudi zinazofanywa tpa ukarabati bandari zinakwenda sambamba wadau muhimu wanaoshirikiana nao usafiri majini ikiwa kampuni huduma meli mscl shirika reli trc“juhudi tunazofanya sambamba ukarabati meli unaofanywa mscl kusahau unaofanywa shirika reli ujenzi reli kisasa sgr tuna imani hali usafiri usafirishaji majini itaboreka kufikia mwisho mwaka huu” anasemakwa upande ofisa mtendaji mkuu kampuni mscl eric hamissi anasema kampuni yenye meli maziwa victoria nyasa tanganyika ina miradi ambapo minne inaendelea kutiliana saini wakandarasi anasema kabla serikali wamu tano kuingia madarakani mwaka takribani meli zote kampuni zilikuwa hazifanyi kazi“lakini tuna meli nne zinazofanya kazi tatu ziwa victoria ziwa tanganyika” anasema kuongeza meli mpya iko mbioni kujengwa kutokana ahadi rais john magufuli meli mv victoria mv butiama mv serengeti mv liemba iliyoko ziwa tanganyika zikikarabatiwa kiwango hamissi anaishukuru serikali rais magufuli ujenzi sgr ukiendelea inahakikisha usafiri majini nao unafungika akifafanua meneja bandari ziwa victoria mchindiuza anasema mbali bandari zilizo fukwe ziwa kanda ziwa wanazo bandari mbili kavu“kimsingi ziwa victoria tuna bandari sita zinazopatikana mikoa mitatu mkoa mwanza tuna bandari mwanza kusini iliyojengwa ajili mizingo mwanza kaskazini ajili abiria mizigo midogo midogo tuna bandari nansio ukerewe” anasemakwa mkoa kagera anataja bandari kemondo bandari bukoba mkoani akitaja bandari musoma kuhusu bandari ndogo zilizo tpa anasema ziko miongoni mwa hizo ikiwa nayamilembe chato magarini iliyoko muleba kuhusu bandari kavu anataja bandari isaka iliyoko kahama mkoani shinyanga ambayo inafanya kazi pili ikiwa bandari fela wilayani misungwi inayotarajiwa kuanza kujengwa karibuniakielezea umuhimu bandari kavu fela itakayojengwa eneo ekari mchindiuza anasema inatazamiwa kupunguza mlundikano bandari dar es salaam kuhudumia shehena mikoa kanda ziwa nchi jirani uganda rwanda kenya“matarajio yetu mzigo utakapokuwa unafika bandari dar es salaam kanda ziwa nchi zilizo jirani unakuja bandari kavu wenye mzigo hawatalazimika dar es salaam bali kumalizia kitu bandari hiyo” anasemaakielezea historia bandari zilizoko ziwa victoria mchindiuza anasema zilianza kujengwa wakoloni wakianza bandari mwanza kaskazini mwaka uhuru zikaendelea kuboresha nyingine kujengwa serikali tanzania“hizi bandari ziliendelea kujengwa mwaka ambapo bandari mwisho kemdondo ilijengwa” anasemakuhusu umiliki mchindiuza anasema mwanzoni zilikuwa iliyokuwa jumuiya afrika mashariki kuvunjika jumuiya ikaunda shirika reli bandari shirika hiloanasema mwaka kuundwa shirika huduma meli mscl bandari ziwa victoria ziliwekwa shirika hilo kabla kuanza kusimamiwa tpa mwaka,734
waziri mkuu kassim majaliwa ameahidi kupokea kundi watalii wasiopungua wanaotarajiwa kuwasili nchini machi mwaka huuwatalii hao kundi kwanza miongoni mwa watalii wanaotarajiwa kuwasili nchini mwaka mpango unaosimamiwa baina wizara maliasili utalii bodi utalii ttb kampuni touchroad international holding group chinaametoa ahadi alipokutana mwenyekiti touchroad group liehui he mwenyekiti bodi wakurugenzi ttb jaji mstaafu thomas mihayo ofisini kwake mlimwa jijini dodomawaziri mkuu amefikia uamuzi kuelezwa liehui kundi hilo watalii likiwa djibouti litapokelewa waziri mkuu nchi likienda zimbabwe litapokelewa rais nchi hiyo“tanzania imeamua kuweka mkakati kuongeza idadi watalii nchini kuboresha miundombinu usafiri kukuza utalii kupitia vivutio vyakula asili mavazi asili wanyama fukwe bahari milimakwa ujio kundi hili unatoa fursa mpya kutangaza vivutio nchi yetu” alisema“nitoe wito watanzania wanaoishi maeneo jirani vivutio vyetu wachangamkie fursa ujio watalii maeneo mbalimbali wakifika dar es salaam wanaweza kigoma kuona ziwa tanganyika mbuga zilizoko nyanda kusini arusha vivutio zanzibar tujiandae tuwe tayari kuwauzia bidhaa mbalimbali” alisemapia amefurahishwa wazo lao kuifanya dar es salaam iwe kitovu utalii makundi watalii ambayo yatakuja baadaye lusaka harare johannesburg djiboutimwenyekiti huyo ambaye aliwasili nchini juzi ameambatana ujumbe ambao unajumuisha waandishi habari wasanii wanamuziki mashuhuriakiwa beijing china akishiriki mkutano jukwaa biashara baina china lililofanyika septemba mwaka jana waziri mkuu alikutana uongozi kampuni touchroad ambayo ilionesha nia kutangaza fursa utalii zilizopo nchiniziara liehui sehemu utekelezaji makubaliano yaliyoingiwa kampuni touchroad bodi utalii novemba mwaka janamapema liehui alimweleza waziri mkuu nia kampuni kutekeleza makubaliano kutangaza vivutio utalii soko china kuvutia watalii wapatao watembelee nchini mwaka huu“tumepanga kuleta watalii mwaka tumeweka lengo kuongeza idadi asilimia mwaka miaka mitano tuna lengo kuitumia ndege atcl ilete watalii shanghai china” alisemaakielezea ujio kundi kwanza watalii liehui kundi hilo litakaa djibouti siku siku nne tatu kulala zimbabwe siku tatu mbili kulala kurejea chinaalisema wanapanga mwezi wawe kundi watalii watakaokuwa wanafikia kupelekwa nchi nyingine sababu wachina wengi hupenda kufanya utalii siku walau wapelekwe maeneo matatu manne tofauti kuona vivutio aina nyingine badala kukaa sehemu kipindi chote hicho“watalii wakija siku tatu nne wana uhakika kutumia dola marekani wakienda eneo jingine watatumia fedha namna tuna uhakika kuongeza pato taifa tuna uhakika kutengeneza ajira watanzania”,340
wanne wamekufa magari mawili waliokuwa wakisafi ria kugongana eneo ubena zomozi lililopo upande wilaya bagamoyo mkoani pwanikaimu mganga mkuu mkoa morogoro dk francis semwene alithibitisha kupokelewa miili watatu ikiwemo mwanamke majira saa tano asubuhi janadk semwene miili watatu ilisafirishwa eneo tukio hospitali rufaa mkoa morogoro kuhifadhiwa chumba maiti mwingine ambaye askari jeshi wananchi jwtz ulichukuliwa eneo tukio kuhifadhiwa kituo afya ngerengere kilichopo wilaya morogorokwa mujibu kaimu mganga mkuu huyo waliokufa wawili wafanyakazi kampuni ujenzi reli mwendeokasi sgr askari jeshi ambaye gari lake binafsi mwanamke amepewa msaada ‘lifti’ haikujulikana gari lipi miongoni mwa zilizogonganadk semwene alitaja majina waliokufa miili kupokelewa hospitali rufaa mkoa ajili kuhifadhiwa modriki mwaisyupa innocent dastan mwanamke zainabu shija dk semwene kabla kuchukuliwa miili wanaifanyia uchunguzi kubaini chanzo vifo vyaokufuatia ajali gazeti hili lilimtafuta kamanda polisi mkoa morogoro wilboad mutafungwa kuthibitisha ajali ilitokea ubena zomozi upande mkoa pwani hawezi kulizungumzia mamlaka mkoa mwinginehata jitihada kumpata kamanda mwenzake mkoa pwani kuulizwa kuhusiana ajali alieleza hakuwa taarifa tukio hilo lingetokea upande angelijulishwa vijana kushindikana kupatikana namba magari hayo wala kujua chanzo ajali,172
watoto hufariki dunia siku nchini kutokana magongwa yasiyoambukiza magonjwa hayo yametajwa malaria nimonia kuharisha mujibu watalamu afya vifo watoto sawa mabasi madogo aina toyota coaster zilizojaza abiria zipate ajali siku kuua watu“watoto miaka mitano hufariki siku maradhi haya sawa coaster kumi zinazobeba abiria zianguke siku” anasema aizack lukando ambaye mhamasishaji kampeni shirika ka umoja mataifa kuhudumia watoto unicef yenye kaulimbiu ‘jiongeze tuwavushe salama’ ikiwa lengo kuokoa wajawazito watotonaye mtaalamu mawasiliano unicef tahseen alam vifo vingi hutokea mtoto anapozaliwa hasa siku kwanza ambazo huwa kipindi hatari maisha mtoto “sio vifo vyote watoto vilivyotokea vilishindikana kuzuilika kabla kutokea kwake bali vingine vilitokana sababu ambazo zingeweza kuzuilika huo” anasema alamkulingana ripoti maalumu umoja mataifa mwaka mfuko kuhudumia watoto magonjwa hayo yanawaua watoto milioni duniani mwaka sawa asilimia vifo watoto miaka mitano upande ofisa elimu afya umma wizara afya maendeleo jamii jinsia wazee watoto orsolina tolange serikali imekuwa ikiratibu programu mbali mbali kupunguza vifo watoto wachanga wale miaka mitanotolange anasema asilimia vifo watoto wachanga husababishwa matatizo matatu ambayo mtoto huzaliwa kabla njiti ambao watoto milioni duniani kote mwaka matatizo yatokeayo kujifungua maambukizi magonjwa ukiwemo mfumo upumuaji mwaka miongoni mwa nchi zenye idadi vifo vichanga duniani ambapo watoto watoto walikufa“kwa mwaka imefanikiwa kuvuka malengo milenia kupunguza vifo watoto umri miaka mitano kufikia vizazi hai ” tolange serikali inaendelea mipango kupunguza vifo watoto wachanga kumsaidia mtoto kupumua kuzaliwa kujenga wodi maalumu watoto wachanga hospitali manispaa wilaya kutoa mafunzo maalumu wahudumu wajue namna bora kuwahudumia watoto wachanga,240
mamlaka dawa vifaa tiba tmda imebaini kuwapo dawa bandia sokoni yenye jina gentrisone g cream ikisambazwa nchini ikiwa haina viambato hai vyenye majina kitaalamukutokana hali mamlaka imechukua hatua kuondoa soko chupa dawa mikoa mwanza dar es salaam dodoma tabora arusha mtwarataarifa iliyotolewa jana kaimu mkurugenzi tmda adam fimbo ilieleza dawa inaonesha lebo imetengenezwa kiwanda chenye jina shin poong pharm ltd kilichopo jamhuri korea kusambazwa nchini kampuni yenye jina k c trading ltd dar es salaamalisema dawa bandia ina lebo namba toleo gntro x iliyotengenezwa aprili mwaka matumizi ukisomeka kumalizika aprili namba usajili tanoodoc shifimbo dawa imefanana kiasi kikubwa dawa halisi tofauti ipo namba toleo mtengenezaji amethibitisha hajawahi kutengeneza toleo namba gntro x lililoko soko “uchunguzi uliofanyika maabara tmda umethibitisha dawa bandia haina viambato hai vyenye majina kitaalamu betamethasone diproprionate mg clotrimazole mg gentamycin sulfate mg ambavyo kawaida viko dawa halisi iliyosajiliwa tmda haina harufu dawa” alisemaalisema ukaguzi dawa ulifanywa kushirikiana jeshi polisi watuhumiwa mbalimbali wamekamatwa akiwamo mwendesha pikipiki aliyekuwa akisambaza maduka binafsi rejareja aliwataka wananchi ambao wamenunua dawa maduka dawa kuangalia lebo ikiwa wataona namba toleo gntro x kasha dawa warudishe waliponunua kutoa taarifa mamlaka husikaaidha aliwataka wauzaji jumla ambao wana dawa stoo maghala kuacha kuisambaza wawasiliane tmda kupewa utaratibu wapi pa kuzipeleka,203
mkuu mkoa dar es salama ametangaza wasanii wanamichezo watajengewa ukumbi kisasa burudani bwawa kuogelea utakaogharimu euro milioni ambayo shilingi bilioni rc makonda amesema ukumbi utajengwa ufadhili kampuni kifaransa ambapo zinahitajika hekta bwawa kuogelea litajengwa kampuni dubai bwawa hilo kuogelea litajengwa coco beach ambapo kutakuwa kiwanja mpira“watu watajifunza kuogelea humo kutakuwa kiwanja mpira tayari wafadhili wameshapatikana kujenga vitu tunatafuta eneo kujenga ukumbi kisasa”alisema makonda “ukumbi tutakaojenga utaingiza utakuwa kimataifa zaidi” makonda alitoboa siri jana jioni akizungumza makundi mbalimbali wasanii maigizo wanamichezo mbalimbaliaidha makonda aliwataka makundi hayo kuchangamkia mikopo vijana inayotolewa manispaa wasanii wametengewa shilingi milioni “kila halmashauri ina bajeti shilingi bilioni makundi wanawake vijana walemavu wasanii nimewapambania mpaka bilioni mtengenewa bajeti yenu milioni nasikitika mnashindwa kutumia fursa hiyo“andaeni mpango mkakati mzuri nendeni mkakope fedha hizo mfanye maendeleo mnashindwa kuandika ‘proposal’ nzuri mkaenda mkapewa milioni mkatengeneza movie yenye ubora “mnabaki mnalilia lia njaa mmefulia alafu hamtaki kuchangamkia fursa mnataka kukutana viongozi mkipata nafasi mnaacha kuongea mambo muhimu eti mnataka siri siri gani “nina makundi mengi kuwasaidia nina masuala barabara elimu mambo mengine kibao nawaelekeza fursa zilipo mkashindwa kuzitumia sitaweza kuwabeba tena”alisisitiza,179
jeshi polisi kushirikiana mamlaka mapato tra mkoa pwani linalishikilia kampuni smart kubeba nguo zinazodhaniwa hazijalipiwa ushuruakizungumza waandishi habari kamanda polisi mkoa pwani wankyo nyigesa hilo linalofanya safari dar es salaam mombasa lilikamatwa likiwa nguo hizo likitokea mombasa dar es salaamnyigesa tukio hilo lilitokea mei majira saa alfajiri wilayani kibaha askari wakiwa doria kulikuta hilo lenye namba usajili caw likiwa mzigo “basi hilo lilikuwa limebeba nguo aina mbalimbali zikiwa zimewekwa buti nyingine zikiwa vitu vingine zikiwemo nazi mchele mafuta kupikia likiwa abiria tisa tu”alisema nyigesa mzigo unadhaniwa umeibwa haujalipiwa ushuru haukustahili kubebwa abirianaye meneja tra euvansia lwiwa hilo lilibeba mzigo haukuwa taarifa kutosha lwiwa wanawasiliana timu inayohusika udhibiti magendo kupitia kamishna ushuru forodha kubaini haujalipiwa ushuru hatua zichukuliwekwa upande kamanda polisi kikosi usalama barabarani mosi nzero walifanya ukaguzi hilo kugundua mbali ubebaji mizigo gari hilo lilikuwa bovunzero ubebaji mizigo abiria kosa kisheria wamekiuka sheria usalama barabarani dereva hilo shaban mbwana mzigo waliobeba halali wahusika mzigo walipanda magari mengine,157
rais john magufuli amezindua kiwanda maparachichi wilayani rungwe leo jumatatu ikiwa sehemu ziara kikazi siku nane mkoani mbeya amewapongeza wamiliki kiwanda hicho kuajiri watanzania ikiwa kununua maparachichi kunufaisha wakulima zao hilo takribani eneo hilo “wakulima wamepata utajiri mazao wanayoyalima serikali itaendelea kuwashika mkono wakulima wawekezaji hawa” aliongeza upande mwingine rais magufuli ametoa siku saba mbunge rungwe saul henry kununua mashine kudurufu ‘photocopy’ ajili shule msingi igembe ameagiza umeme ufikishwe shuleni siku chache zijazo huduma zinazohitaji umeme ziweze kufanikiwa mwenyewe akitoa milioni ajili kufungwa miundombinu umeme shuleni,86
halmasharui wilaya nanyumbu mkoani mtwara imekabidhiwa kinyago masikitiko kutokana kufanya vibaya mwisho kimkoa matokeo darasa saba mwaka kinyago hicho kimepokelewa mbunge jimbo nanyumbu dua nkurua kikao kamati ushauri mkoa rccakikabidhi kinyago hicho karibuni mkuu mkoa mtwara gelasius byakanwa kitendo hicho ushahidi tosha wakazi nanyumbu bado hawafanyi vizuri elimumbunge jimbo hilo akipokea kinyago hicho amekiri kupokea kinyago masikitiko ambapo wanachukulia changamoto ambayo wataifanyia kazi kuhakikisha mwaka kesho hawapokei kinyagoametoa sababu inayopelekea kutofanya vizuri matokeo hayo ikiwemo wazazi kushindwa kuwasimamia vema watoto upungufu watumishi halmashauri kupelekea kushindwa kulisimamia vema suala hilo kukosekana lishe shulenikwa upande mkuu wilaya nanyumbu moses machali wilaya imekuwa ikijitahidi kupanda kielimu kufanya mambo mbalimbali ikiwemo kuboresha miundombinu elimu ufundishaji kuwaondoa walimu wakuu wasiofundisha kutumia utaratibu unaotakiwa“tumepiga hatua sekta elimu matokeo elimu msingi mwaka jana darasa saba wilaya yetu inaufaulu asilimia tumetoka asilimia tukaenda asilima mpaka mwaka “kwahiyo hatujarudi nyuma tunazidi mbele ukiangalia historia wilaya nanyumbu kidogo eneo ambalo lilikuwa liko nyuma kwahiyo hatua tunasogea kwahiyo ongezeko ufaulu asilimia siyo haba ukija kupima mafanikio maendeleo matokeo ufaulu sekta elimu”katibu tawala wilayani humo palango salum jambo hilo heri wilaya kwani njia kuongeza bidii kujifunza kinyago hicho wilayani humo kitawasaidia kujipanga kupiga hatua ambapo mkakati waliojiwekea ikiwemo usimamizi walimu suala mahudhurio kushirikisha jamii kuhakikisha wanasimamia jambo hilokatika matokeo hayo wilaya nanyumbu imeshika nafasi mwisho halmashauri tisa mkoa mtwara kitaifa fasi halmashauri sanjari hilo mkuu huyo amekabidhi zawadi shule ambazo zimefanya vizuri matokeo hayo darasa saba ambapo shule msingi macdonald iliyopo wilaya masasi ambayo imekuwa kwanza kimkoa,245
idadi watalii walioingia nchini imeongezeka mwaka kufi ka watalii mwaka ongezeko hilo limechangia kuongezeka mapato yatokanayo utalii dola marekani bilioni mwaka kufi kia dola marekani bilioni mwaka waziri maliasili utalii dk hamisi kigwangalla akiwasilisha bungeni makadirio mapato matumizi mwaka fedha mafanikio hayo yametokana jitihada mbalimbali kutangaza vivutio utalii kupitia maonesho mbalimbali nje nchi kutangaza vivutio utalii kupitia vyombo habari nje nchialisema wizara habari utamaduni sanaa michezo imeanzisha chaneli maalumu kutangaza vivutio utalii ambayo itasaidia kuwavutia wageni wengi kutembelea nchini wizara maliasili utalii imeendelea kuchangia kugharamia uanzishaji uendeshaji chaneli waziri huyo kuendeleza utalii wizara imeendelea kufanya jitihada kupanua wigo mazao utalii ikiwa utalii fukwe utalii mikutano utalii meli utalii majini utalii michezo utalii utamaduni kuanzisha shughuli mpya utalii maeneo hifadhialisema idara utalii imepewa jukumu kuandaa kusimamia sera sheria kanuni miongozo kuendeleza utalii wizara imeendelea kufanya kaguzi wakala biashara utalii mageti hifadhi taifa mamlaka hifadhi ngorongoro pori akiba selous kuhakikisha wanazingatia sheria kanuni miongozo iliyopo waziri kigwangalla kipindi januari machi mwaka wakala biashara utalii walisajiliwa kupatiwa leseni kufanya biashara utalii kutumia mfumo funganishi kielektronikikatika hatua nyingine wizara imefanya uhakiki huduma malazi mkoa dodoma huduma malazi zilizohakikiwa zimekidhi vigezo daraja ubora imekamilisha maandalizi ajili kuhakiki kupanga huduma malazi viwango ubora nyota tano mikoa mwanza kilimanjaro tanga wizara imebaini vivutio utalii maeneo uwekezaji ajili shughuli utalii mikoa ruvuma kigoma kushirikiana halmashauri wilaya sekta binafsi itaboresha kuanza kuvitangaza vivutio nje nchi,226
mamlaka mawasiliano tcra imewaonya wananchi kutosajili laini zao mfumo mpya alama vidole kutumia maduka mtandaoni application bali wahakikishe wanasajiliwa mtoa huduma mawasilianoimewataka kutumia fursa kampeni mnada mnada kupata huduma utatuzi matatizo yatokanayo matumizi huduma mawasilianoofisa mwandamizi masuala mawasiliano uhusiano tcra mabel masasi ametoa onyo hilo kampeni iliyofanyika viwanja nyerere square jijini dodomamasasi wananchi wanatakiwa kutosajili laini zao simu kutumia mifumo mingine bali wanatakiwa kufanya kupitia mtoa huduma“wananchi waende kusajili laini zao mtoa huduma niwasihi wananchi usitoe taarifa zako mtu ambaye mtoa huduma wahalifu wamekuwa wakibuni njia mbalimbali kupata taarifa binafsi waweze kuzitumia vinginevyo“sisi mamlaka mawasiliano jukumu letu kutoa elimu tunawaelimisha msisajili laini zenu kutumia application mfumo aina yoyote nenda mtoa huduma ndiye atakayekusajilia vinginevyo”mkuu kanda tcra antonio manyanda alitoa rai wananchi kuhakikisha wanafanya usajili laini zao simu njia alama vidole kujiepusha usumbufu kufungiwa line zao ifikapo desemba mwaka huu“baada kupita laini ambazo hazitakuwa zimesajiliwa njia zitakosa mawasiliano tunafanya sababu usalama sehemu usajili ukisajili njia unakuwa salama nchi inakuwa salama wananchi wasiogope waje kusajili laini zao simu maana lengo kuwaboreshea huduma mawasiliano”akizungumzia kampeni mnada mnada masasi tcra kushirikiana wadau wameamua kusogeza huduma wananchi kawaida kujipanga watoa huduma kuona jinsi bora kutatua matatizo watumiaji huduma mawasiliano vyema wakatumia fursa,197
wadau kilimo alizeti mkoani dodoma wameiomba serikali kuandaa mafunzo maalumu maofi sa ugani hatua itakayowaongezea uwezo wataalamu hao kutoa elimu stahiki wakulima zao hiloombi hilo lilitolewa wadau hao kikao wajumbe bodi taasisi kuendeleza mifumo masoko kilimo amdt ambao walifanya ziara karibuni mkoani dodoma lengo kujifunza kuona changamoto zinazowakabili wakulima zao hilowakizungumza nyakati tofauti wadau hao wilaya bahi kongwa walisema changamoto ambayo wakulima hao wanakabiliana nazo kukosekana wataalamu kilimo waliobobea kilimo zao hilowalisema changamoto idadi ndogo maofisa ugani ukilinganisha mahitaji halisi idadi wakulima waliopo maeneo mengi mkoani humommoja wadau hao yohana mwanjara ambaye anajihusisha usambazaji mbegu pembejeo ajili alizeti licha jitihada ambayo serikali imekuwa ikifanya kushirikiana wadau mbalimbali bado tatizo ukosefu wataalamu wenye weledi zao hilo kikwazo kikubwa wengi wataalamu waliopo hawaendani mabadiliko teknolojia kilimo zilizopo kikwazo kumsaidia mkulima“unamkuta mkulima anahangaika kupata maarifa kufanya hawezi pata msaada matokeo unakuta mkulima huyu anaishia kulima mazoea” mwanjalaakiielezea changamoto ofisa kilimo wilaya kongwa jackson shija alikili kuwepo tatizo hilo kuongeza mbali changamoto elimu duni zao alizeti maofisa ugani aliitaja changamoto nyingine uwepo idadi ndogo maofisa ugani kikwazo kingine kumfikia mkulima mmoja“idadi yetu ndogo ukilinganisha idadi wakulima waliopo hali imetulazimu mwingine kuwatumia maofisa mifugo kusaidia maeneo ambapo hatuwezi kufika kiukweli changamoto maana ambapo tunaweza fika mwingine unakuta baadhi yetu uelewa zao hili kuzidiwa maarifa wakulima” shijahadi takribani maofisa kilimo pekee ndio wanaotajwa kupata mafunzo maalumu kuhusu zao hilo mkoa idadi inayotajwa ndogo ukilinganisha idadi wakulima takribani waliopatiwa mafunzo rasmi zao hilokatika kuhakikisha mkoa dodoma unaondokana changamoto kulifanya zao hilo mojawapo mazao kibiashara yanayotegemewa mkoa uongozi serikali mkoani humo umeanza mkakati kuwapatia mafunzo maalumu maofisa ugani kuwaongezea umahili kutoa elimu huduma wakulimahatua inatajwa itachochea kuongeza hamasa wakulima wengi kujihusisha kilimo zao hilo kuvutia wawekezaji wengi kuwekeza viwanda vitakavyokuwa vikichakata mazao yatokanayo zao hilo,287
watoto wenye umri miaka minne wanaoishi kufanya kazi mitaa mji sumbawanga mkoani rukwa wamekuwa tishio wakazi mji wakituhumiwa uhalifuinadaiwa watoto hao kike kiume umri ambao baadhi wameishi kufanya kazi mitaa mji ambao makao makuu mkoa rukwa miaka wamekuwa wakivunja nyumba mwezi kuiba mali baadaye kuwajeruhi wenye nyumbamkuu wilaya sumbawanga dk halfany haule hayo karibuni mjini alipokaribishwa kutoa neno utangulizi mkuu wilaya mwenyeji kikao kazi kujadili mpango mkakati shirikishi kutokomeza ukatili dhidi wanawake watoto wanaoishi humo kikao hicho kiliratibiwa kufadhiliwa plan international kupitia mradi uzazi salama rukwa uliohudhuriwa wataalamu wizara afya maendeleo jamii jinsia wazee watoto mgeni rasmi akiwa katibu tawala mkoa benard makali akimwakilisha mkuu mkoa joachim wangabo“kwa miaka idadi watoto wanaoishi kufanya kazi mji sumbawanga imekuwa ikiongezeka kasi kutisha haya matokeo wazazi walezi kuwafanyia ukatili watoto kuwasababishia kukimbilia mjini sumbawanga kuishi mazingira magumu” alisisitiza alikiri licha jitihada mamlaka husika kukabili changamoto watoto hao bado hazijazaa matundaakieleza sababu watoto hao kuishi mitaani dk haule familia wakulima ukifika msimu kilimo mahindi ambacho huchukua miezi sita wazazi walezi wanahamia mashambani watoto wakibakia nyumbani kuwaachia debe unga kilo tatu tano maharage “watoto hao wakipata nafasi kuishi mitaani kuosha vyombo mama ntilie ujira ukiwa chai asubuhi milo uhakika mchana usiku hawawezi kurejea kwao” dk haulemakali alieleza kipindi januari septemba visa ukatili dhidi watoto dhidi wanawake vimeripotiwa vituo polisi mkoani humo hatua mbalimbali wakichangia baadhi wadau wamekiri changamoto watoto wanaoishi kufanya kazi mitaa sumbawanga inasababishwa wazazi walezi kuwatelekeza kutowatimizia mahitajimachifu kabila kifipa waliwataka wazazi walezi wanaowatekeleza watoto waadhibiwe kimila ikiwemo kulipa mbuzi kutengwa jamii kusaidia kukomesha tatizo hilo mkoani humo,255
